,Gene Name,D0 vs. D25 Log2 Fold Change,D0 vs. D25 p-value
38024,MYOG,-0.368652254,0.454758662
37829,PRORSD1P,-0.368653625,0.447793874
49629,OTOP3,-0.368775027,0.483976826
5733,ZNF589,-0.368799723,0.452616787
10219,LOC646652,-0.368953415,0.487935762
48030,GADD45A,-0.368983168,0.427060874
14448,MRPL3,-0.3690279,0.462799149
28644,CCKBR,-0.369042418,0.437933347
15017,GRP,-0.369061373,0.451018632
71320,ANKS1A,-0.369170306,0.443340983
21273,OR13H1,-0.369236273,0.493767836
55074,LOC105377975,-0.369236273,0.493767836
15463,LCA5,-0.369248291,0.428285372
5654,UBAP2,-0.369785545,0.479102471
15285,SLC30A6,-0.369819428,0.44059455
7614,SLC35B4,-0.370232375,0.432152185
57043,C17orf67,-0.37024329,0.428118992
769,HLA-F-AS1,-0.370301958,0.441869004
18160,GJA4,-0.37031488,0.457946062
17421,MIR4451,-0.370361884,0.506206938
71883,CD69,-0.370361884,0.506206938
60692,NKIRAS1,-0.370575047,0.43114563
7336,CENPL,-0.370615175,0.430558047
10997,DARS2,-0.370615175,0.430558047
67785,LOC105372071,-0.370746131,0.493042664
68768,LOC105378979,-0.370746131,0.493042664
18786,MSRB3,-0.370951933,0.436548302
15337,OSTCP1,-0.371010799,0.479655009
28690,LOC105369921,-0.371014145,0.433820011
63141,FAM237A,-0.371204193,0.469632741
36704,GNAS-AS1,-0.371465214,0.442968279
15790,JAKMIP3,-0.371467887,0.469800172
29520,PARAL1,-0.371481965,0.56411346
45718,LINC01737,-0.371481965,0.56411346
74056,MIR129-2,-0.371545106,0.438732584
23922,CCDC71L,-0.371555568,0.425396819
23252,SOX2-OT,-0.371561798,0.463372831
43531,DAB2,-0.37158575,0.430200487
30429,C18orf25,-0.371699213,0.433219741
31761,MIR5687,-0.37172277,0.527416864
27076,RAB11FIP1,-0.371859765,0.430594298
28879,MIR6076,-0.371867404,0.504131504
11545,FOXE1,-0.371971929,0.437670598
23060,NMB,-0.372016279,0.44051662
21692,KLF6,-0.372141086,0.425197338
15722,MASCRNA,-0.372183363,0.454817241
2267,B3GNT4,-0.372253649,0.449633776
35933,SOX10,-0.372265732,0.446614571
74945,STX11,-0.372308892,0.437144068
43424,LOC148709,-0.372330995,0.43249616
2035,GATAD1,-0.372361714,0.429737173
60109,DGKE,-0.372641459,0.426024673
5910,TMEFF2,-0.372659347,0.423169044
5094,RGS9,-0.372719115,0.451924407
10279,GPD1,-0.372742589,0.444739361
37159,CCDC63,-0.372804225,0.46446618
12129,APOBEC3H,-0.372845808,0.471580907
35268,NXT2,-0.372862026,0.429808776
9648,C4orf50,-0.372898349,0.463009555
65133,LOC101928696,-0.372898349,0.463009555
67348,IFITM2,-0.372898349,0.463009555
52311,CRPPA-AS1,-0.372966839,0.471821139
21496,THSD4-AS1,-0.373059837,0.502399291
25465,LINC01030,-0.373059837,0.502399291
66967,LOC102724604,-0.373193366,0.494165673
23995,PDLIM4,-0.373298024,0.432959522
10499,MAP3K2,-0.373401306,0.517047334
19804,IFNA1,-0.373401306,0.517047334
43334,MIR1255B2,-0.373401306,0.517047334
43691,CITED4,-0.37349389,0.429727819
1242,SGCZ,-0.373596873,0.431631427
11114,APAF1,-0.373629704,0.42410054
62868,ITGA6-AS1,-0.373807209,0.472838714
31873,TLCD4-RWDD3,-0.374180978,0.426314252
2375,IKBIP,-0.374193579,0.423022942
5623,SPERT,-0.374333362,0.49339387
20773,ADGRL3-AS1,-0.374333362,0.49339387
26277,LINC01751,-0.374333362,0.49339387
42424,LOC101927751,-0.374342904,0.44125117
38078,TTC32,-0.374421802,0.427353933
9785,KLHL28,-0.374793207,0.420626465
54079,RPARP-AS1,-0.374874611,0.436828472
30925,PRPF38A,-0.375004725,0.438752949
62713,SPAAR,-0.375021772,0.441869004
25813,PLRG1,-0.375071135,0.42456642
25314,LINC02130,-0.375136282,0.458533407
23437,FHOD1,-0.375143032,0.424923732
8931,ZBTB11-AS1,-0.375152091,0.418951781
12522,KCNQ4,-0.375214046,0.432786347
44732,MCM9,-0.37523146,0.419590545
1038,PDP2,-0.375370373,0.43249616
7245,ARHGEF2,-0.375424739,0.428086007
1639,IMMP2L,-0.375548049,0.420448433
15968,ATP1B1,-0.375675649,0.419035634
56770,GRID1-AS1,-0.375831429,0.510436289
64429,MIR590,-0.375831429,0.510436289
72385,LOC730338,-0.375831429,0.510436289
58464,ARF5,-0.376195322,0.423261649
48419,HIST1H1B,-0.376217175,0.443629462
74491,ELMO3,-0.376316495,0.433429373
67662,HIST1H2AM,-0.376333053,0.428936812
13665,CNTN4,-0.376364669,0.426314252
152,TMC5,-0.376603437,0.472352578
4259,LINC01727,-0.376649229,0.48336177
49594,MIR548AR,-0.376733622,0.502199416
41505,HIST1H2BH,-0.376778192,0.445265988
16476,OR8B3,-0.376940994,0.541961117
5530,ABCG8,-0.377125433,0.473285053
2722,CXCL2,-0.377289906,0.434417717
7206,EFCAB10,-0.377289906,0.434417717
26352,LOC440311,-0.377306294,0.483605218
55855,AADAC,-0.377306294,0.483605218
57539,OVOL1,-0.377321645,0.440692882
26775,CLDN6,-0.377540752,0.429244566
37032,NFRKB,-0.377602482,0.426571152
205,PLCZ1,-0.377619168,0.500459303
72158,PTPN21,-0.377657564,0.42416314
35694,CRABP1,-0.377826013,0.445050884
16504,C4orf36,-0.377944799,0.428906341
10816,HELQ,-0.377973276,0.430129726
30436,TEX52,-0.378072649,0.43648982
3952,MIR1233-2,-0.378261767,0.846273464
19693,RPL21P28,-0.378291658,0.532996868
21584,OR5V1,-0.378291658,0.532996868
18362,SELL,-0.378295241,0.498998558
45353,MIR548B,-0.378295241,0.498998558
69940,DNM3-IT1,-0.378295241,0.498998558
3734,ZC3H14,-0.378386217,0.424404427
23361,KCNK17,-0.378505118,0.440205602
6349,MIR548AO,-0.378828306,0.47397041
23170,LINC02539,-0.378828306,0.47397041
9121,PSMD10,-0.378888797,0.419071237
405,LOC101929066,-0.378917841,0.420025859
22185,KATNA1,-0.37894708,0.43736334
8040,SIN3A,-0.378982222,0.416274775
45007,SNORA115,-0.379007529,0.467827618
6459,LINC00339,-0.379151031,0.435115078
4346,MIR3173,-0.379171236,0.526393862
74777,MIR6844,-0.379171236,0.526393862
41050,ERGIC3,-0.379246759,0.427701084
12505,TP63,-0.379259398,0.475027868
23074,CREB3L3,-0.379259398,0.475027868
49288,MRPS36,-0.379347071,0.422607923
47354,TMEM135,-0.379544566,0.414576045
12605,MID2,-0.379555572,0.430754536
34008,MIR1296,-0.379789589,0.488633923
63327,POU5F1P4,-0.379789589,0.488633923
3029,PLA2G4E-AS1,-0.379794195,0.42196223
14635,MTMR7,-0.379821133,0.418730038
74062,HOXD4,-0.37983761,0.439658256
41912,RBM24,-0.379911796,0.432253089
7313,GRXCR2,-0.380248043,0.488521069
58925,MIR8065,-0.380248043,0.488521069
7870,LINC00411,-0.380601518,0.488343089
20605,CARD16,-0.380601518,0.488343089
51476,MIR1243,-0.380601518,0.488343089
15429,RUFY1,-0.380636574,0.426576442
17351,FAXC,-0.380697873,0.421458963
3006,HIST1H4F,-0.380882368,0.465162451
35842,LOC105373352,-0.380882368,0.465162451
45905,FBXL17,-0.380936324,0.411735741
27857,FBXL13,-0.380971205,0.419023074
13916,NALCN,-0.381069697,0.424842608
40855,MRS2P2,-0.381110891,0.466937506
58254,TEX41,-0.381110891,0.466937506
66245,HIST1H4J,-0.381110891,0.466937506
62270,HIST1H2BO,-0.381120478,0.426108214
11551,MIR5699,-0.381300464,0.468402869
64351,ST20-AS1,-0.381492264,0.422517973
897,FTCDNL1,-0.381591267,0.425704549
25502,LINC00668,-0.381596792,0.454175818
63419,LINC01116,-0.381988936,0.447797128
39479,KRTAP4-3,-0.382054193,0.518182082
4834,CAB39L,-0.382115106,0.414225106
15482,MIR519C,-0.382309743,0.513721063
52575,FAM241A,-0.3824221,0.417984128
13336,LINC00673,-0.382455922,0.420136826
63437,SNORA50A,-0.3824803,0.510211694
8694,LOC105374454,-0.382602221,0.47619709
20091,LOC105377924,-0.382602221,0.47619709
2704,SIRT5,-0.382684337,0.418448884
1683,MTRNR2L10,-0.382693713,0.477464574
18105,MIR151A,-0.382693713,0.477464574
41593,LOC645177,-0.382693713,0.477464574
1456,CCDC30,-0.382702586,0.423318335
11477,LINCR-0003,-0.382764903,0.478395237
1805,MIR4296,-0.382868501,0.459295251
5595,ABRA,-0.382868501,0.459295251
6849,RDM1P5,-0.382868501,0.459295251
11447,LINC00333,-0.382868501,0.459295251
69236,LINC01767,-0.382868501,0.459295251
1833,CCDC66,-0.383158159,0.426446917
12353,METTL5,-0.383164064,0.428266756
36689,TSC22D3,-0.383223638,0.421803312
379,DNAJB9,-0.383459773,0.410054467
11501,MIR2682,-0.383731807,0.425582504
2761,LOC101928118,-0.383828444,0.413059588
604,BCLAF1,-0.383867708,0.409313584
35635,PTTG1,-0.383906884,0.417519095
6597,ACAN,-0.38407854,0.439024725
2794,PCSK2,-0.38408491,0.411514522
7500,FAM133B,-0.384147894,0.415134184
15428,PCDHGC4,-0.384244267,0.425044068
5888,SETDB2-PHF11,-0.384253757,0.410562726
19794,SETDB2,-0.384253757,0.410562726
2975,ARMC10,-0.384289892,0.413750664
6288,PNISR,-0.384303125,0.412821346
8405,LBX2-AS1,-0.384428674,0.429091776
269,MRPS18C,-0.384449142,0.420677133
22142,MTUS2-AS1,-0.384539195,0.452066137
26493,AURKC,-0.384656152,0.470594804
59627,BTBD9-AS1,-0.384656152,0.470594804
37422,ZNF500,-0.3846744,0.417435138
4494,HUS1,-0.384756163,0.41821286
54407,PPP1R14D,-0.384798281,0.469089269
70878,MIR10B,-0.384906974,0.428417553
1432,IQCD,-0.38491117,0.413242325
3597,MAP3K7,-0.384962666,0.414241291
12306,RGMB,-0.385016267,0.411790473
50490,SPATA7,-0.385074372,0.41322563
30552,CCNI2,-0.385076217,0.434861555
7775,THAP5,-0.385177599,0.409086375
5569,NOS1,-0.385199473,0.494588021
4684,ACOT6,-0.38528631,0.442807391
2918,CCDC25,-0.385296956,0.412940243
18426,PWWP2A,-0.385361555,0.407675269
64045,HSPB2,-0.385390298,0.424774313
44664,SNORA36B,-0.385495702,0.495503698
55981,MRTFA-AS1,-0.385495702,0.495503698
10548,ORC1,-0.385507887,0.420565248
16569,HHATL,-0.385570149,0.42974678
4660,SERPINB8,-0.385592322,0.409378989
47719,PSMB1,-0.385633065,0.415979939
7440,LRRC10,-0.385717551,0.450666123
3465,POC1B-GALNT4,-0.385766593,0.40844027
3578,MIR520C,-0.38590387,0.496485515
1810,SNRPF,-0.385908743,0.412514143
2311,ZDHHC13,-0.38596239,0.415832906
8695,SLC36A4,-0.385983731,0.411659161
34744,RNF217-AS1,-0.386022789,0.410644705
7876,LINC01803,-0.386129264,0.445218638
5097,GK,-0.386220436,0.411021653
21540,HIST1H2AG,-0.38646527,0.415281761
35968,DMRTA1,-0.386499344,0.409980214
17940,SNORD163,-0.386502205,0.546058411
68276,ZBTB11,-0.386525645,0.404998462
3139,NSD1,-0.386679945,0.414467348
28969,FABP7,-0.386722038,0.412656544
42610,KCNA7,-0.38696263,0.432905435
14263,LINC00506,-0.38702222,0.4576463
65581,MIR4470,-0.387083787,0.40664402
25834,LOC101929315,-0.387107064,0.477963542
68482,HHLA1,-0.387107064,0.477963542
15734,EGR4,-0.387277205,0.424448498
8057,PNPLA5,-0.387286352,0.42860463
61898,UBE2Q2P2,-0.38746397,0.558840083
15739,EEF1AKNMT,-0.387540378,0.407719066
12616,MIR301A,-0.387605177,0.506206938
15571,KIAA2012-AS1,-0.387605177,0.506206938
30149,LOC110091768,-0.387605177,0.506206938
47271,LOC100505716,-0.387605177,0.506206938
58650,CASC19,-0.387605177,0.506206938
64821,CCR8,-0.387605177,0.506206938
711,CDH23,-0.387644409,0.453366261
6505,ISM1,-0.387701639,0.408315018
5022,KLF7,-0.38774637,0.406360396
22491,MZT1,-0.387750702,0.406379073
45401,BOK-AS1,-0.387840966,0.424503468
63989,SCAND2P,-0.387840966,0.424503468
36803,VSIG2,-0.388008037,0.422423389
14495,LPIN3,-0.388031119,0.415727552
15513,ASAH1,-0.388056247,0.410621738
3668,ARMC8,-0.388070444,0.416861704
20285,TEX2,-0.388211678,0.421718671
5100,CUL2,-0.388254878,0.508733573
5338,MIR147B,-0.388254878,0.508733573
66321,LINC00989,-0.388519236,0.469882499
42565,LINC01461,-0.388521232,0.411596108
14189,NEU2,-0.388651551,0.449454678
34135,GPR88,-0.388701678,0.411103296
41874,TRIM9,-0.388992207,0.407135765
27689,PIP4K2C,-0.389064588,0.415745686
3378,BORA,-0.389113447,0.406379073
23488,KAT14,-0.389137785,0.511864513
44535,LOC101927480,-0.389137785,0.511864513
15430,ATG4A,-0.389188392,0.405471879
23426,AMBP,-0.389400005,0.435045904
367,STRADA,-0.389505406,0.418915645
8964,ARMC7,-0.389561868,0.428685327
9094,LINC01588,-0.389606807,0.463528663
42127,TBC1D2B,-0.389661263,0.416861953
5419,LOC105370622,-0.389763401,0.432291161
2171,LINC00836,-0.389839771,0.494165673
46602,PPBP,-0.389839771,0.494165673
11562,PANTR1,-0.38994252,0.417058162
16385,MICALCL,-0.389978789,0.433467328
28480,ACOXL-AS1,-0.390173121,0.443437397
6839,SILC1,-0.39022588,0.461525633
34481,LOC101928211,-0.39022588,0.461525633
15638,CAPN2,-0.390638629,0.440833194
47062,MIR5091,-0.390639737,0.407633079
20268,IPO5,-0.39078916,0.49503464
22336,RARRES2,-0.390870315,0.419618827
35993,LGALS1,-0.390916378,0.414411613
2555,MIR4433A,-0.391095492,0.456232752
61733,RHO,-0.391268016,0.426755411
67270,CCDC15,-0.391434632,0.407969441
20831,HLA-V,-0.391754153,0.435693978
4060,LINC01905,-0.391840972,0.453656303
10400,LINC00381,-0.391840972,0.453656303
13950,LOC105375075,-0.391840972,0.453656303
42303,CHRM3-AS2,-0.391840972,0.453656303
49400,MIR4475,-0.391840972,0.453656303
10409,LOC105370586,-0.391920888,0.483003344
54929,MIR10522,-0.391920888,0.483003344
27333,HLA-DOB,-0.392063064,0.495990541
49665,DYNC2H1,-0.392177059,0.400652193
5079,MIR4736,-0.39224451,0.433838364
31148,ZNF330,-0.392317941,0.403476236
65,LOC442132,-0.392386684,0.57951711
54222,LINC00888,-0.392406522,0.412975504
2055,RIC3,-0.392434715,0.431982571
2380,TTC33,-0.392496588,0.402754602
31351,ARRDC3-AS1,-0.39257992,0.398149037
72133,ADARB2,-0.392736815,0.408499244
5555,SSR3,-0.39277033,0.400200746
8051,WNT9B,-0.392866274,0.429659351
2174,INVS,-0.393066358,0.398619038
48823,LINC01981,-0.39312497,0.482460528
25155,ARMC4P1,-0.393158899,0.42860463
9589,TBC1D5,-0.393164218,0.397359397
61584,HOXA10,-0.393255972,0.420191774
4527,CSN1S2AP,-0.393371687,0.446234432
64414,FGF12-AS1,-0.393371687,0.446234432
36957,SUMO1,-0.393472222,0.411223417
3905,ASPH,-0.393493911,0.398938256
35987,PUS10,-0.393587535,0.40943796
62431,HSPB2-C11orf52,-0.393654031,0.417791469
20163,SNTG2,-0.393731105,0.409472653
69441,NPIPB15,-0.393851473,0.741647275
32467,PCDH9-AS2,-0.393862171,0.541163378
36910,SNORD11B,-0.393862171,0.541163378
198,MROH3P,-0.393863815,0.472630463
63257,S100Z,-0.393863815,0.472630463
36207,FAM180A,-0.393864482,0.442758714
19181,RPSA,-0.393865661,0.407824664
49413,RAP2B,-0.393865956,0.39557496
1244,ARHGAP8,-0.394123693,0.423507079
12708,IRAK1BP1,-0.394153186,0.404379096
48605,CXCL3,-0.394159055,0.411787932
14293,ADAD1,-0.394262104,0.439896522
20464,LAMP5-AS1,-0.394328001,0.404678585
12590,C12orf45,-0.394413537,0.411704835
22423,MIR19B2,-0.394589696,0.437498557
22930,FAM13B,-0.394636254,0.406148718
43810,LINC02029,-0.394669843,0.406968014
56187,SLIT3,-0.394709465,0.409888133
15103,SLC19A2,-0.394803795,0.397636275
8873,GNAT3,-0.394824471,0.439224098
35273,LOC100130331,-0.394824471,0.439224098
66541,LINC02237,-0.394824471,0.439224098
37200,TNPO3,-0.394913915,0.414273015
1644,ODF2L,-0.395192347,0.401611411
49578,UBE2E2-AS1,-0.395799237,0.398988264
54362,LINC01000,-0.395905978,0.604877139
13782,SLC4A4,-0.395977077,0.456887002
60832,LAPTM5,-0.395987608,0.426542567
1782,GSC,-0.396070198,0.408268187
21175,RWDD3,-0.396113934,0.400846251
24899,TMEM114,-0.396243747,0.424608864
33021,MTMR4,-0.396261173,0.39563175
46231,EIF2AK4,-0.396520469,0.406250666
56326,KLHL35,-0.396573902,0.406405442
6936,OLA1,-0.396583598,0.400517787
33343,ELMOD1,-0.396636516,0.403100397
37129,LOC100505795,-0.396657212,0.43895132
12681,ZNF484,-0.396760787,0.436855633
5313,ATP23,-0.396821453,0.398087416
7570,MALL,-0.396849342,0.422423353
25718,CCL11,-0.39694134,0.521712357
7431,POC1B-AS1,-0.396965806,0.395976923
10237,POC1B,-0.396965806,0.395976923
37031,ARF4,-0.397093607,0.401950782
11659,LINC02293,-0.397149067,0.502199416
40058,MIR548F4,-0.397149067,0.502199416
6887,SPINK14,-0.397287673,0.460191051
33513,MIR216B,-0.397287673,0.460191051
30822,DPYD-AS2,-0.397386737,0.453950388
49090,MIR3921,-0.397461067,0.449098758
13973,ZSCAN31,-0.397474758,0.407727444
57148,HIVEP2,-0.397598156,0.391581314
17151,CWH43,-0.397684227,0.430827994
1913,TMEM126B,-0.397758298,0.394248495
15703,CXCL14,-0.397773561,0.414248193
28763,FBLIM1,-0.397808314,0.406399048
38657,HAUS1,-0.397843072,0.40586302
48271,LOC729970,-0.397935269,0.393721323
13036,MIR7845,-0.398068546,0.392642629
5889,PAH,-0.39813955,0.400714813
63917,SNRNP48,-0.398222852,0.404120193
39477,SERP2,-0.398270553,0.409784282
24320,SOD2-OT1,-0.398313904,0.394557808
37550,DLX1,-0.398403468,0.399121154
42467,SLC9A2,-0.398597188,0.402406173
74581,EFCAB7,-0.398664411,0.407885632
45295,MAP1LC3C,-0.398816379,0.40909009
51891,GTSCR1,-0.398866336,0.458147855
68731,DAO,-0.398988649,0.44551466
20514,CHAC2,-0.399142183,0.399483551
1617,IL2RA,-0.399150234,0.450290587
9556,LOC101928052,-0.399150234,0.450290587
30354,OR10A2,-0.399150234,0.450290587
68820,SALRNA3,-0.399150234,0.450290587
69248,DEFB113,-0.399150234,0.450290587
46732,LOC441086,-0.399329988,0.403375189
683,MIR3115,-0.399373624,0.488633923
45641,TTPA,-0.39959035,0.403589415
6614,NFIX,-0.399618012,0.425723604
31598,CLDN11,-0.3999187,0.400670344
4538,TOGARAM1,-0.399943762,0.389946198
41239,F10-AS1,-0.39996433,0.446742904
53882,ERP44,-0.400018703,0.392723035
51820,MBNL1-AS1,-0.400140868,0.394557808
31281,DYNC1LI1,-0.400179279,0.393910635
17510,LNPK,-0.400181909,0.39946245
6346,MIR26A1,-0.400190354,0.419574616
52293,EVI2B,-0.400235527,0.527827161
45013,STIMATE,-0.400279626,0.40797099
53842,STIMATE-MUSTN1,-0.400279626,0.40797099
25960,FGF10,-0.400305619,0.396696205
14871,MIR218-2,-0.400496665,0.455495024
27491,ARF4-AS1,-0.400536402,0.39600535
23054,SPTLC2,-0.400572971,0.391930184
4257,BTF3L4,-0.400663771,0.395522351
24842,TPI1P2,-0.400741064,0.404494927
14799,MIR4756,-0.400811486,0.437867511
1135,LOC107985856,-0.400886688,0.467198905
15427,GLYATL3,-0.400886688,0.467198905
6952,KCTD6,-0.401104216,0.440448321
12772,RAD54B,-0.401208705,0.398557116
13136,RAB2A,-0.401293459,0.390641859
52492,TMEM131L,-0.401371322,0.392258743
21484,SNORA19,-0.401419916,0.47619709
28978,SNORA90,-0.401419916,0.47619709
66578,RDH12,-0.401419916,0.47619709
55559,AVPI1,-0.401463016,0.393829137
71401,OC90,-0.401496677,0.420587049
12472,ITPRIP,-0.401504285,0.40656476
26867,PLEKHF2,-0.401584255,0.389989236
5604,CDON,-0.401586539,0.392597656
10694,GRIK2,-0.401662216,0.401310977
19665,NEMP2,-0.401831953,0.396728293
38365,EHHADH-AS1,-0.401918808,0.447395226
39614,ZNF683,-0.401918808,0.447395226
11879,ARID3B,-0.401943715,0.400360081
13,CDKL1,-0.40200051,0.408426911
25633,VWA5B1,-0.402039276,0.403426466
6883,PHLDA1,-0.402116832,0.390782495
38034,NEUROD6,-0.402192955,0.48859196
71915,MIR1264,-0.402192955,0.48859196
21567,MIR1207,-0.402193759,0.43445939
60733,BOD1L1,-0.402247864,0.396659512
13920,OXTR,-0.402386572,0.398497968
3362,NR1H4,-0.402509425,0.477963542
33504,LINC00272,-0.402509425,0.477963542
7700,SNTG2-AS1,-0.402672129,0.403375189
3355,THBS4,-0.402762962,0.427285597
456,FAS,-0.402851023,0.401970897
47107,CDX4,-0.402871719,0.413467998
63012,LOC105376975,-0.403063169,0.385623868
3248,TTI2,-0.403163383,0.393171557
6610,COPB1,-0.40318372,0.401758577
53448,SNORD18B,-0.403308545,0.46475813
65101,SNAR-E,-0.403308545,0.46475813
2128,DCAF6,-0.403315192,0.386369551
24754,LLPH-DT,-0.403482936,0.414623686
36549,LLPH,-0.403482936,0.414623686
5800,FAM13C,-0.40372265,0.388872138
15843,CCDC102B,-0.403813478,0.430501719
40679,EPN2-IT1,-0.403813478,0.430501719
9092,AGAP6,-0.403903087,0.6658006
16278,NUTM2F,-0.403903087,0.6658006
8571,ZMYND8,-0.40390683,0.394305353
39055,GDPD4,-0.404029262,0.468200727
43298,C6,-0.404029262,0.468200727
19854,DCUN1D5,-0.404116402,0.387636062
6198,TXNDC12,-0.404186133,0.392604536
15783,C3orf35,-0.404450246,0.474393671
38351,SNORD94,-0.404450246,0.474393671
47763,MIR6506,-0.404450246,0.474393671
54067,SH2D1B,-0.404450246,0.474393671
1825,LINC01699,-0.404533234,0.453656303
23925,LINC02264,-0.404566788,0.429080488
15496,APOE,-0.404604118,0.404182633
60534,ARL6IP5,-0.404718377,0.396686984
8288,ITGB3BP,-0.404853357,0.401151737
22304,PSMC5,-0.404882714,0.398778353
15517,GLG1,-0.40501545,0.39519269
26298,PLCL1,-0.405016846,0.38494893
42566,XACT,-0.405057059,0.476882651
28171,GTF2A1,-0.405069082,0.382970746
50889,LINC01163,-0.405191617,0.418124937
2027,CNOT8,-0.405340613,0.384665499
18027,SNORD31,-0.405418473,0.424240216
59803,STEAP1,-0.405502035,0.405486767
63991,FAM218A,-0.405502035,0.405486767
18036,SLC9A4,-0.405737577,0.446234432
7121,KIAA2012,-0.405883848,0.419535515
13062,GYG1,-0.405913371,0.394105409
2239,RPH3A,-0.406109802,0.425368443
52555,LPAL2,-0.406214926,0.488188056
404,MACROD2,-0.40650578,0.461492613
619,LOC105372695,-0.40650578,0.461492613
18126,OCIAD1-AS1,-0.40650578,0.461492613
46269,C3orf70,-0.406580123,0.392305222
42616,COMMD2,-0.406671881,0.397887874
19284,APOBEC2,-0.406880352,0.439224098
30851,OR52E5,-0.406880352,0.439224098
14502,JHY,-0.406942848,0.444322743
20897,MOGAT2,-0.406942848,0.444322743
61012,JRKL-AS1,-0.40699147,0.420298724
36533,PPA2,-0.407459961,0.384225262
45011,NDFIP2-AS1,-0.407511566,0.392238539
17775,FAM169A,-0.407541512,0.389870893
994,SIK2,-0.407575137,0.382481262
